Country,Year,Energy Type,consumption (GWh)
Chile,1971,Coal-Peat and Manufactured Gases,14409.57
Chile,1971,Oil and Petroleum Products,61719.658
Chile,1971,Natural Gas,6549.25
Chile,1972,Wind,
Chile,1972,Hydro,16943.548
Chile,1972,Solar,
Chile,1972,Nuclear,0.0
Chile,1972,Biofuels,
Chile,1972,Other Renewables,181.95556
Chile,1972,Coal-Peat and Manufactured Gases,11909.119999999999
Chile,1972,Oil and Petroleum Products,63947.697
Chile,1972,Natural Gas,5962.7495
Chile,1973,Wind,
Chile,1973,Hydro,16544.353000000003
Chile,1973,Solar,
Chile,1973,Nuclear,0.0
Chile,1973,Biofuels,
Chile,1973,Other Renewables,162.80249
Chile,1973,Coal-Peat and Manufactured Gases,12932.560000000001
Chile,1973,Oil and Petroleum Products,61419.964
Chile,1973,Natural Gas,4682.2248
Chile,1974,Wind,
Chile,1974,Hydro,18818.280000000002
Chile,1974,Solar,
Chile,1974,Nuclear,0.0
Chile,1974,Biofuels,
Chile,1974,Other Renewables,146.84138
Chile,1974,Coal-Peat and Manufactured Gases,12258.019
Chile,1974,Oil and Petroleum Products,59826.385
Chile,1974,Natural Gas,4877.7246
Chile,1975,Wind,
Chile,1975,Hydro,18889.248
Chile,1975,Solar,
Chile,1975,Nuclear,0.0
Chile,1975,Biofuels,
Chile,1975,Other Renewables,162.80249
Chile,1975,Coal-Peat and Manufactured Gases,9792.459499999999
Chile,1975,Oil and Petroleum Products,52450.928
Chile,1975,Natural Gas,5532.650000000001
Chile,1976,Wind,
Chile,1976,Hydro,19513.172000000002
Chile,1976,Solar,
Chile,1976,Nuclear,0.0
Chile,1976,Biofuels,
Chile,1976,Other Renewables,233.03082999999998
Chile,1976,Coal-Peat and Manufactured Gases,9885.499
Chile,1976,Oil and Petroleum Products,54491.16
Chile,1976,Natural Gas,6040.95
Chile,1977,Wind,
Chile,1977,Hydro,20607.258
Chile,1977,Solar,
Chile,1977,Nuclear,0.0
Chile,1977,Biofuels,
Chile,1977,Other Renewables,255.3764
Chile,1977,Coal-Peat and Manufactured Gases,10641.45
Chile,1977,Oil and Petroleum Products,56657.036
Chile,1977,Natural Gas,6216.9
Chile,1978,Wind,
Chile,1978,Hydro,21441.13
Chile,1978,Solar,
Chile,1978,Nuclear,0.0
Chile,1978,Biofuels,
Chile,1978,Other Renewables,290.49057
Chile,1978,Coal-Peat and Manufactured Gases,10373.960000000001
Chile,1978,Oil and Petroleum Products,60191.17
Chile,1978,Natural Gas,5806.35
Chile,1979,Wind,
Chile,1979,Hydro,22023.655000000002
Chile,1979,Solar,
Chile,1979,Nuclear,0.0
Chile,1979,Biofuels,
Chile,1979,Other Renewables,300.06722
Chile,1979,Coal-Peat and Manufactured Gases,11478.81
Chile,1979,Oil and Petroleum Products,62902.13
Chile,1979,Natural Gas,6871.825000000001
Chile,1980,Wind,
Chile,1980,Hydro,23274.462
Chile,1980,Solar,
Chile,1980,Nuclear,0.0
Chile,1980,Biofuels,
Chile,1980,Other Renewables,335.18136
Chile,1980,Coal-Peat and Manufactured Gases,12676.7
Chile,1980,Oil and Petroleum Products,63652.121999999996
Chile,1980,Natural Gas,7037.9996
Chile,1981,Wind,
Chile,1981,Hydro,24099.46
Chile,1981,Solar,
Chile,1981,Nuclear,0.0
Chile,1981,Biofuels,
Chile,1981,Other Renewables,351.14250000000004
Chile,1981,Coal-Peat and Manufactured Gases,12653.439499999999
Chile,1981,Oil and Petroleum Products,63548.195
Chile,1981,Natural Gas,6930.475
Chile,1982,Wind,
Chile,1982,Hydro,26358.6
Chile,1982,Solar,
Chile,1982,Nuclear,0.0
Chile,1982,Biofuels,
Chile,1982,Other Renewables,437.33194
Chile,1982,Coal-Peat and Manufactured Gases,8431.75
Chile,1982,Oil and Petroleum Products,58228.638
Chile,1982,Natural Gas,7174.85
Chile,1983,Wind,
Chile,1983,Hydro,28425.537
Chile,1983,Solar,
Chile,1983,Nuclear,0.0
Chile,1983,Biofuels,
Chile,1983,Other Renewables,663.9786
Chile,1983,Coal-Peat and Manufactured Gases,10106.47
Chile,1983,Oil and Petroleum Products,57603.676
Chile,1983,Natural Gas,7741.799999999999
Chile,1984,Wind,
Chile,1984,Hydro,29495.966
Chile,1984,Solar,
Chile,1984,Nuclear,0.0
Chile,1984,Biofuels,
Chile,1984,Other Renewables,641.6330300000001
Chile,1984,Coal-Peat and Manufactured Gases,13630.359999999999
Chile,1984,Oil and Petroleum Products,56838.863000000005
Chile,1984,Natural Gas,7917.75
Chile,1985,Wind,
Chile,1985,Hydro,32733.870000000003
Chile,1985,Solar,
Chile,1985,Nuclear,0.0
Chile,1985,Biofuels,
Chile,1985,Other Renewables,622.4797
Chile,1985,Coal-Peat and Manufactured Gases,13641.99
Chile,1985,Oil and Petroleum Products,54993.560000000005
Chile,1985,Natural Gas,7907.9747
Chile,1986,Wind,
Chile,1986,Hydro,34981.18199999999
Chile,1986,Solar,
Chile,1986,Nuclear,0.0
Chile,1986,Biofuels,
Chile,1986,Other Renewables,893.8172500000001
Chile,1986,Coal-Peat and Manufactured Gases,12955.819
Chile,1986,Oil and Petroleum Products,58100.856999999996
Chile,1986,Natural Gas,7233.5
Chile,1987,Wind,
Chile,1987,Hydro,37917.473
Chile,1987,Solar,
Chile,1987,Nuclear,0.0
Chile,1987,Biofuels,
Chile,1987,Other Renewables,865.08745
Chile,1987,Coal-Peat and Manufactured Gases,13351.239
Chile,1987,Oil and Petroleum Products,60680.458
Chile,1987,Natural Gas,7018.45
Chile,1988,Wind,
Chile,1988,Hydro,37133.87
Chile,1988,Solar,
Chile,1988,Nuclear,0.0
Chile,1988,Biofuels,
Chile,1988,Other Renewables,1043.8508
Chile,1988,Coal-Peat and Manufactured Gases,18608.0
Chile,1988,Oil and Petroleum Products,67068.08
Chile,1988,Natural Gas,9862.975
Chile,1989,Wind,
Chile,1989,Hydro,31175.535
Chile,1989,Solar,
Chile,1989,Nuclear,0.0
Chile,1989,Biofuels,
Chile,1989,Other Renewables,1024.6974
Chile,1989,Coal-Peat and Manufactured Gases,25144.06
Chile,1989,Oil and Petroleum Products,75092.24
Chile,1989,Natural Gas,15385.85
Chile,1990,Wind,0.0
Chile,1990,Hydro,26439.705
Chile,1990,Solar,0.0
Chile,1990,Nuclear,0.0
Chile,1990,Biofuels,
Chile,1990,Other Renewables,3074.0926
Chile,1990,Coal-Peat and Manufactured Gases,30291.498
Chile,1990,Oil and Petroleum Products,79355.56
Chile,1990,Natural Gas,16519.75
Chile,1991,Wind,0.0
Chile,1991,Hydro,38841.988
Chile,1991,Solar,0.0
Chile,1991,Nuclear,0.0
Chile,1991,Biofuels,
Chile,1991,Other Renewables,3297.5469
Chile,1991,Coal-Peat and Manufactured Gases,24885.874
Chile,1991,Oil and Petroleum Products,88482.97
Chile,1991,Natural Gas,19455.828
Chile,1992,Wind,0.0
Chile,1992,Hydro,49500.443
Chile,1992,Solar,0.0
Chile,1992,Nuclear,0.0
Chile,1992,Biofuels,
Chile,1992,Other Renewables,5564.0116
Chile,1992,Coal-Peat and Manufactured Gases,21517.824
Chile,1992,Oil and Petroleum Products,95849.64
Chile,1992,Natural Gas,21762.054
Chile,1993,Wind,0.0
Chile,1993,Hydro,50911.43
Chile,1993,Solar,0.0
Chile,1993,Nuclear,0.0
Chile,1993,Biofuels,
Chile,1993,Other Renewables,5586.357
Chile,1993,Coal-Peat and Manufactured Gases,21709.72
Chile,1993,Oil and Petroleum Products,104486.534
Chile,1993,Natural Gas,22534.037
Chile,1994,Wind,0.0
Chile,1994,Hydro,50225.856999999996
Chile,1994,Solar,0.0
Chile,1994,Nuclear,0.0
Chile,1994,Biofuels,
Chile,1994,Other Renewables,5701.277
Chile,1994,Coal-Peat and Manufactured Gases,25605.77
Chile,1994,Oil and Petroleum Products,112214.20000000001
Chile,1994,Natural Gas,21734.144
Chile,1995,Wind,0.0
Chile,1995,Hydro,54449.226
Chile,1995,Solar,0.0
Chile,1995,Nuclear,0.0
Chile,1995,Biofuels,
Chile,1995,Other Renewables,5998.152
Chile,1995,Coal-Peat and Manufactured Gases,27604.966999999997
Chile,1995,Oil and Petroleum Products,123356.19
Chile,1995,Natural Gas,20827.003
Chile,1996,Wind,0.0
Chile,1996,Hydro,49894.66
Chile,1996,Solar,0.0
Chile,1996,Nuclear,0.0
Chile,1996,Biofuels,
Chile,1996,Other Renewables,5548.051
Chile,1996,Coal-Peat and Manufactured Gases,38252.766
Chile,1996,Oil and Petroleum Products,130982.9
Chile,1996,Natural Gas,21166.6
Chile,1997,Wind,0.0
Chile,1997,Hydro,56014.683
Chile,1997,Solar,0.0
Chile,1997,Nuclear,0.0
Chile,1997,Biofuels,
Chile,1997,Other Renewables,5564.0116
Chile,1997,Coal-Peat and Manufactured Gases,49797.68
Chile,1997,Oil and Petroleum Products,140882.97
Chile,1997,Natural Gas,28799.368000000002
Chile,1998,Wind,0.0
Chile,1998,Hydro,47126.29
Chile,1998,Solar,0.0
Chile,1998,Nuclear,0.0
Chile,1998,Biofuels,
Chile,1998,Other Renewables,3706.149
Chile,1998,Coal-Peat and Manufactured Gases,46853.78
Chile,1998,Oil and Petroleum Products,144018.5
Chile,1998,Natural Gas,39771.11
Chile,1999,Wind,0.0
Chile,1999,Hydro,40147.03999999999
Chile,1999,Solar,0.0
Chile,1999,Nuclear,0.0
Chile,1999,Biofuels,
Chile,1999,Other Renewables,4628.6964
Chile,1999,Coal-Peat and Manufactured Gases,48350.563
Chile,1999,Oil and Petroleum Products,145660.54
Chile,1999,Natural Gas,54328.380000000005
Chile,2000,Wind,0.0
Chile,2000,Hydro,56422.310000000005
Chile,2000,Solar,0.0
Chile,2000,Nuclear,0.0
Chile,2000,Biofuels,
Chile,2000,Other Renewables,4389.281000000001
Chile,2000,Coal-Peat and Manufactured Gases,37363.700000000004
Chile,2000,Oil and Petroleum Products,139075.41
Chile,2000,Natural Gas,70140.526
Chile,2001,Wind,20.564528
Chile,2001,Hydro,63691.242000000006
Chile,2001,Solar,0.0
Chile,2001,Nuclear,0.0
Chile,2001,Biofuels,
Chile,2001,Other Renewables,5372.479399999999
Chile,2001,Coal-Peat and Manufactured Gases,29314.577
Chile,2001,Oil and Petroleum Products,135444.52000000002
Chile,2001,Natural Gas,79501.52
Chile,2002,Wind,20.431831000000003
Chile,2002,Hydro,67679.016
Chile,2002,Solar,0.0
Chile,2002,Nuclear,0.0
Chile,2002,Biofuels,
Chile,2002,Other Renewables,5685.316000000001
Chile,2002,Coal-Peat and Manufactured Gases,29547.176
Chile,2002,Oil and Petroleum Products,137692.25
Chile,2002,Natural Gas,80177.216
Chile,2003,Wind,20.300861
Chile,2003,Hydro,65551.5
Chile,2003,Solar,0.0
Chile,2003,Nuclear,0.0
Chile,2003,Biofuels,
Chile,2003,Other Renewables,5410.786
Chile,2003,Coal-Peat and Manufactured Gases,28250.431
Chile,2003,Oil and Petroleum Products,136517.85
Chile,2003,Natural Gas,86738.86
Chile,2004,Wind,14.408249999999999
Chile,2004,Hydro,60426.333999999995
Chile,2004,Solar,0.0
Chile,2004,Nuclear,0.0
Chile,2004,Biofuels,
Chile,2004,Other Renewables,6483.367
Chile,2004,Coal-Peat and Manufactured Gases,32723.408
Chile,2004,Oil and Petroleum Products,150501.3
Chile,2004,Natural Gas,94150.18000000001
Chile,2005,Wind,20.043889
Chile,2005,Hydro,73233.23999999999
Chile,2005,Solar,0.0
Chile,2005,Nuclear,0.0
Chile,2005,Biofuels,
Chile,2005,Other Renewables,5714.0455
Chile,2005,Coal-Peat and Manufactured Gases,32070.11
Chile,2005,Oil and Petroleum Products,155211.90000000002
Chile,2005,Natural Gas,91077.57599999999
Chile,2006,Wind,19.917832999999998
Chile,2006,Hydro,80283.23000000001
Chile,2006,Solar,0.0
Chile,2006,Nuclear,0.0
Chile,2006,Biofuels,
Chile,2006,Other Renewables,4568.044000000001
Chile,2006,Coal-Peat and Manufactured Gases,40038.469999999994
Chile,2006,Oil and Petroleum Products,160489.15
Chile,2006,Natural Gas,84283.5
Chile,2007,Wind,31.669444999999996
Chile,2007,Hydro,63154.513999999996
Chile,2007,Solar,0.0
Chile,2007,Nuclear,0.0
Chile,2007,Biofuels,
Chile,2007,Other Renewables,8606.182
Chile,2007,Coal-Peat and Manufactured Gases,47521.57
Chile,2007,Oil and Petroleum Products,200303.62
Chile,2007,Natural Gas,49681.034
Chile,2008,Wind,107.12832999999999
Chile,2008,Hydro,68189.28
Chile,2008,Solar,0.0
Chile,2008,Nuclear,0.0
Chile,2008,Biofuels,
Chile,2008,Other Renewables,11454.335000000001
Chile,2008,Coal-Peat and Manufactured Gases,50817.520000000004
Chile,2008,Oil and Petroleum Products,211085.90000000002
Chile,2008,Natural Gas,27651.487
Chile,2009,Wind,220.66388
Chile,2009,Hydro,70318.56000000001
Chile,2009,Solar,0.0
Chile,2009,Nuclear,0.0
Chile,2009,Biofuels,
Chile,2009,Other Renewables,10826.9415
Chile,2009,Coal-Peat and Manufactured Gases,46457.573
Chile,2009,Oil and Petroleum Products,198599.43999999997
Chile,2009,Natural Gas,27949.215
Chile,2010,Wind,902.9680500000001
Chile,2010,Hydro,60395.134
Chile,2010,Solar,0.0
Chile,2010,Nuclear,0.0
Chile,2010,Biofuels,
Chile,2010,Other Renewables,10893.324
Chile,2010,Coal-Peat and Manufactured Gases,52229.164
Chile,2010,Oil and Petroleum Products,182129.52000000002
Chile,2010,Natural Gas,57397.537
Chile,2011,Wind,931.3097
Chile,2011,Hydro,56580.017
Chile,2011,Solar,0.0
Chile,2011,Nuclear,0.0
Chile,2011,Biofuels,
Chile,2011,Other Renewables,13772.529999999999
Chile,2011,Coal-Peat and Manufactured Gases,66986.47
Chile,2011,Oil and Petroleum Products,189076.31
Chile,2011,Natural Gas,58365.15
Chile,2012,Wind,1119.772
Chile,2012,Hydro,55282.967
Chile,2012,Solar,0.9333277
Chile,2012,Nuclear,0.0
Chile,2012,Biofuels,
Chile,2012,Other Renewables,19099.512000000002
Chile,2012,Coal-Peat and Manufactured Gases,78098.94
Chile,2012,Oil and Petroleum Products,196136.06
Chile,2012,Natural Gas,53008.377
Chile,2013,Wind,1485.5585
Chile,2013,Hydro,54255.466
Chile,2013,Solar,18.414443
Chile,2013,Nuclear,0.0
Chile,2013,Biofuels,
Chile,2013,Other Renewables,22013.46
Chile,2013,Coal-Peat and Manufactured Gases,87787.89
Chile,2013,Oil and Petroleum Products,195072.7
Chile,2013,Natural Gas,53125.84
Chile,2014,Wind,3909.5537999999997
Chile,2014,Hydro,62431.37
Chile,2014,Solar,1242.6983
Chile,2014,Nuclear,0.0
Chile,2014,Biofuels,
Chile,2014,Other Renewables,15928.694
Chile,2014,Coal-Peat and Manufactured Gases,88557.8
Chile,2014,Oil and Petroleum Products,193474.5
Chile,2014,Natural Gas,43989.310000000005
Chile,2015,Wind,5694.689
Chile,2015,Hydro,63612.06
Chile,2015,Solar,3662.7123
Chile,2015,Nuclear,0.0
Chile,2015,Biofuels,
Chile,2015,Other Renewables,17768.222999999998
Chile,2015,Coal-Peat and Manufactured Gases,85054.84
Chile,2015,Oil and Petroleum Products,190194.41
Chile,2015,Natural Gas,48242.854999999996
Chile,2016,Wind,6563.666300000001
Chile,2016,Hydro,52712.814
Chile,2016,Solar,6827.152
Chile,2016,Nuclear,0.0
Chile,2016,Biofuels,
Chile,2016,Other Renewables,21458.684999999998
Chile,2016,Coal-Peat and Manufactured Gases,86260.53
Chile,2016,Oil and Petroleum Products,200917.5
Chile,2016,Natural Gas,59163.006
Chile,2017,Wind,9648.666000000001
Chile,2017,Hydro,56753.96
Chile,2017,Solar,10368.25
Chile,2017,Nuclear,0.0
Chile,2017,Biofuels,
Chile,2017,Other Renewables,23738.995
Chile,2017,Coal-Peat and Manufactured Gases,89689.67000000001
Chile,2017,Oil and Petroleum Products,204001.37
Chile,2017,Natural Gas,56145.97
Chile,2018,Wind,9492.590999999999
Chile,2018,Hydro,61822.098
Chile,2018,Solar,13542.739
Chile,2018,Nuclear,0.0
Chile,2018,Biofuels,
Chile,2018,Other Renewables,29092.165
Chile,2018,Coal-Peat and Manufactured Gases,86561.676
Chile,2018,Oil and Petroleum Products,211399.69999999998
Chile,2018,Natural Gas,56366.688
Chile,2019,Wind,12903.667000000001
Chile,2019,Hydro,56516.11
Chile,2019,Solar,16607.224
Chile,2019,Nuclear,0.0
Chile,2019,Biofuels,
Chile,2019,Other Renewables,25184.582
Chile,2019,Coal-Peat and Manufactured Gases,87084.58
Chile,2019,Oil and Petroleum Products,210551.96000000002
Chile,2019,Natural Gas,65130.59
Chile,2020,Wind,14713.266000000001
Chile,2020,Hydro,57045.450000000004
Chile,2020,Solar,19998.781000000003
Chile,2020,Nuclear,0.0
Chile,2020,Biofuels,
Chile,2020,Other Renewables,22664.268
Chile,2020,Coal-Peat and Manufactured Gases,73145.775
Chile,2020,Oil and Petroleum Products,192555.74
Chile,2020,Natural Gas,62354.354999999996
Chile,2021,Wind,19960.268
Chile,2021,Hydro,47289.299999999996
Chile,2021,Solar,28129.797
Chile,2021,Nuclear,0.0
Chile,2021,Biofuels,
Chile,2021,Other Renewables,20762.323
Chile,2021,Coal-Peat and Manufactured Gases,81111.11
Chile,2021,Oil and Petroleum Products,211374.91
Chile,2021,Natural Gas,68229.29999999999
Chile,2022,Wind,23186.054
Chile,2022,Hydro,53153.625
Chile,2022,Solar,40967.697
Chile,2022,Nuclear,0.0
Chile,2022,Biofuels,
Chile,2022,Other Renewables,19060.14
Chile,2022,Coal-Peat and Manufactured Gases,66242.92
Chile,2022,Oil and Petroleum Products,228238.27
Chile,2022,Natural Gas,72656.61
Chile,2023,Wind,25329.07
Chile,2023,Hydro,62421.157999999996
Chile,2023,Solar,47219.517
Chile,2023,Nuclear,0.0
Chile,2023,Biofuels,
Chile,2023,Other Renewables,18933.437
Chile,2023,Coal-Peat and Manufactured Gases,48780.945
Chile,2023,Oil and Petroleum Products,231238.78
Chile,2023,Natural Gas,70144.63
China,1965,Wind,
China,1965,Hydro,65340.590000000004
China,1965,Solar,
China,1965,Nuclear,0.0
China,1965,Biofuels,
China,1965,Other Renewables,
China,1965,Coal-Peat and Manufactured Gases,1330704.5
China,1965,Oil and Petroleum Products,129062.53000000001
China,1965,Natural Gas,11086.529
China,1966,Wind,
China,1966,Hydro,66490.58499999999
China,1966,Solar,
China,1966,Nuclear,0.0
China,1966,Biofuels,
China,1966,Other Renewables,
China,1966,Coal-Peat and Manufactured Gases,1423512.0
China,1966,Oil and Petroleum Products,165799.9
China,1966,Natural Gas,13505.407
China,1967,Wind,
China,1967,Hydro,57316.765
China,1967,Solar,
China,1967,Nuclear,0.0
China,1967,Biofuels,
China,1967,Other Renewables,
China,1967,Coal-Peat and Manufactured Gases,1265343.9000000001
China,1967,Oil and Petroleum Products,163692.84
China,1967,Natural Gas,14714.848
China,1968,Wind,
China,1968,Hydro,67627.51
China,1968,Solar,
China,1968,Nuclear,0.0
China,1968,Biofuels,
China,1968,Other Renewables,
China,1968,Coal-Peat and Manufactured Gases,1255923.6
China,1968,Oil and Petroleum Products,179034.56
China,1968,Natural Gas,14110.127
China,1969,Wind,
China,1969,Hydro,68777.50399999999
China,1969,Solar,
China,1969,Nuclear,0.0
China,1969,Biofuels,
China,1969,Other Renewables,
China,1969,Coal-Peat and Manufactured Gases,1516610.1
China,1969,Oil and Petroleum Products,240044.33000000002
China,1969,Natural Gas,19754.179
China,1970,Wind,
China,1970,Hydro,71077.48999999999
China,1970,Solar,
China,1970,Nuclear,0.0
China,1970,Biofuels,
China,1970,Other Renewables,
China,1970,Coal-Peat and Manufactured Gases,1929649.7
China,1970,Oil and Petroleum Products,332045.52999999997
China,1970,Natural Gas,28925.760000000002
China,1971,Wind,0.0
China,1971,Hydro,85975.14
China,1971,Solar,0.0
China,1971,Nuclear,0.0
China,1971,Biofuels,
China,1971,Other Renewables,0.0
China,1971,Coal-Peat and Manufactured Gases,2224877.1999999997
China,1971,Oil and Petroleum Products,451577.67
China,1971,Natural Gas,37694.195
China,1972,Wind,0.0
China,1972,Hydro,97435.88
China,1972,Solar,0.0
China,1972,Nuclear,0.0
China,1972,Biofuels,
China,1972,Other Renewables,0.0
China,1972,Coal-Peat and Manufactured Gases,2352923.6
China,1972,Oil and Petroleum Products,519696.5
China,1972,Natural Gas,48780.727
China,1973,Wind,0.0
China,1973,Hydro,108896.62
China,1973,Solar,0.0
China,1973,Nuclear,0.0
China,1973,Biofuels,
China,1973,Other Renewables,0.0
China,1973,Coal-Peat and Manufactured Gases,2383743.0
China,1973,Oil and Petroleum Products,633983.1000000001
China,1973,Natural Gas,60270.4
China,1974,Wind,0.0
China,1974,Hydro,123232.34999999999
China,1974,Solar,0.0
China,1974,Nuclear,0.0
China,1974,Biofuels,
China,1974,Other Renewables,0.0
China,1974,Coal-Peat and Manufactured Gases,2358564.0
China,1974,Oil and Petroleum Products,729073.0
China,1974,Natural Gas,75892.334
China,1975,Wind,0.0
China,1975,Hydro,128956.18999999999
China,1975,Solar,0.0
China,1975,Nuclear,0.0
China,1975,Biofuels,
China,1975,Other Renewables,0.0
China,1975,Coal-Peat and Manufactured Gases,2658210.7
China,1975,Oil and Petroleum Products,804078.25
China,1975,Natural Gas,89196.17
China,1976,Wind,0.0
China,1976,Hydro,130681.18000000001
China,1976,Solar,0.0
China,1976,Nuclear,0.0
China,1976,Biofuels,
China,1976,Other Renewables,0.0
China,1976,Coal-Peat and Manufactured Gases,2723164.6
China,1976,Oil and Petroleum Products,919186.4
China,1976,Natural Gas,101794.48999999999
China,1977,Wind,0.0
China,1977,Hydro,136418.08000000002
China,1977,Solar,0.0
China,1977,Nuclear,0.0
China,1977,Biofuels,
China,1977,Other Renewables,0.0
China,1977,Coal-Peat and Manufactured Gases,2995538.8
China,1977,Oil and Petroleum Products,971041.7
China,1977,Natural Gas,122153.39
China,1978,Wind,0.0
China,1978,Hydro,127819.26
China,1978,Solar,0.0
China,1978,Nuclear,0.0
China,1978,Biofuels,
China,1978,Other Renewables,0.0
China,1978,Coal-Peat and Manufactured Gases,3289196.3000000003
China,1978,Oil and Petroleum Products,1076636.8
China,1978,Natural Gas,138380.04
China,1979,Wind,0.0
China,1979,Hydro,143579.4
China,1979,Solar,0.0
China,1979,Nuclear,0.0
China,1979,Biofuels,
China,1979,Other Renewables,0.0
China,1979,Coal-Peat and Manufactured Gases,3402705.3000000003
China,1979,Oil and Petroleum Products,1079299.4000000001
China,1979,Natural Gas,146241.4
China,1980,Wind,0.0
China,1980,Hydro,172159.4
China,1980,Solar,0.0
China,1980,Nuclear,0.0
China,1980,Biofuels,
China,1980,Other Renewables,0.0
China,1980,Coal-Peat and Manufactured Gases,3539019.0
China,1980,Oil and Petroleum Products,972532.9
China,1980,Natural Gas,143822.50999999998
China,1981,Wind,0.0
China,1981,Hydro,193721.79
China,1981,Solar,0.0
China,1981,Nuclear,0.0
China,1981,Biofuels,
China,1981,Other Renewables,0.0
China,1981,Coal-Peat and Manufactured Gases,3520194.8000000003
China,1981,Oil and Petroleum Products,921530.76
China,1981,Natural Gas,128402.16
China,1982,Wind,0.0
China,1982,Hydro,220040.97
China,1982,Solar,0.0
China,1982,Nuclear,0.0
China,1982,Biofuels,
China,1982,Other Renewables,0.0
China,1982,Coal-Peat and Manufactured Gases,3724837.5999999996
China,1982,Oil and Petroleum Products,911752.8999999999
China,1982,Natural Gas,120238.44
China,1983,Wind,0.0
China,1983,Hydro,255533.98
China,1983,Solar,0.0
China,1983,Nuclear,0.0
China,1983,Biofuels,
China,1983,Other Renewables,0.0
China,1983,Coal-Peat and Manufactured Gases,3989004.4
China,1983,Oil and Petroleum Products,930099.24
China,1983,Natural Gas,123060.47
China,1984,Wind,0.0
China,1984,Hydro,256710.1
China,1984,Solar,0.0
China,1984,Nuclear,0.0
China,1984,Biofuels,
China,1984,Other Renewables,0.0
China,1984,Coal-Peat and Manufactured Gases,4338266.0
China,1984,Oil and Petroleum Products,964890.26
China,1984,Natural Gas,125277.78000000001
China,1985,Wind,0.0
China,1985,Hydro,273189.0
China,1985,Solar,0.0
China,1985,Nuclear,0.0
China,1985,Biofuels,
China,1985,Other Renewables,0.0
China,1985,Coal-Peat and Manufactured Gases,4736264.600000001
China,1985,Oil and Petroleum Products,1010600.34
China,1985,Natural Gas,130317.11000000002
China,1986,Wind,0.0
China,1986,Hydro,279579.3
China,1986,Solar,0.0
China,1986,Nuclear,0.0
China,1986,Biofuels,
China,1986,Other Renewables,0.0
China,1986,Coal-Peat and Manufactured Gases,4951424.0
China,1986,Oil and Petroleum Products,1074420.5
China,1986,Natural Gas,138682.4
China,1987,Wind,0.0
China,1987,Hydro,295770.72
China,1987,Solar,0.0
China,1987,Nuclear,0.0
China,1987,Biofuels,
China,1987,Other Renewables,0.0
China,1987,Coal-Peat and Manufactured Gases,5372241.699999999
China,1987,Oil and Petroleum Products,1142233.8
China,1987,Natural Gas,139992.61000000002
China,1988,Wind,0.0
China,1988,Hydro,322808.65
China,1988,Solar,0.0
China,1988,Nuclear,0.0
China,1988,Biofuels,
China,1988,Other Renewables,0.0
China,1988,Coal-Peat and Manufactured Gases,5771223.600000001
China,1988,Oil and Petroleum Products,1229358.0
China,1988,Natural Gas,143721.73
China,1989,Wind,0.0
China,1989,Hydro,350134.1
China,1989,Solar,0.0
China,1989,Nuclear,0.0
China,1989,Biofuels,
China,1989,Other Renewables,0.0
China,1989,Coal-Peat and Manufactured Gases,6046902.0
China,1989,Oil and Petroleum Products,1287726.7999999998
China,1989,Natural Gas,151673.8
China,1990,Wind,5.9737223
China,1990,Hydro,374780.55
China,1990,Solar,5.913972
China,1990,Nuclear,0.0
China,1990,Biofuels,
China,1990,Other Renewables,184.0839
China,1990,Coal-Peat and Manufactured Gases,6134516.6
China,1990,Oil and Petroleum Products,1274572.4
China,1990,Natural Gas,154183.36
China,1991,Wind,26.881723
China,1991,Hydro,368703.89999999997
China,1991,Solar,5.913972
China,1991,Nuclear,0.0
China,1991,Biofuels,
China,1991,Other Renewables,184.0839
China,1991,Coal-Peat and Manufactured Gases,6433427.2
China,1991,Oil and Petroleum Products,1379143.8
China,1991,Natural Gas,156118.48
China,1992,Wind,388.29136
China,1992,Hydro,386437.3
China,1992,Solar,8.870971
China,1992,Nuclear,0.0
China,1992,Biofuels,
China,1992,Other Renewables,323.12194
China,1992,Coal-Peat and Manufactured Gases,6731496.600000001
China,1992,Oil and Petroleum Products,1495911.9000000001
China,1992,Natural Gas,159142.06999999998
China,1993,Wind,627.24
China,1993,Hydro,449007.48
China,1993,Solar,11.827944
China,1993,Nuclear,4551.374
China,1993,Biofuels,
China,1993,Other Renewables,334.4722
China,1993,Coal-Peat and Manufactured Gases,7170356.399999999
China,1993,Oil and Petroleum Products,1663776.1
China,1993,Natural Gas,168968.78
China,1994,Wind,1135.0057
China,1994,Hydro,495085.63
China,1994,Solar,14.784943
China,1994,Nuclear,41870.37
China,1994,Biofuels,
China,1994,Other Renewables,1429.398
China,1994,Coal-Peat and Manufactured Gases,7641667.0
China,1994,Oil and Petroleum Products,1690638.4000000001
China,1994,Natural Gas,176971.24
China,1995,Wind,1821.9833
China,1995,Hydro,563543.0
China,1995,Solar,20.698916
China,1995,Nuclear,36413.829999999994
China,1995,Biofuels,
China,1995,Other Renewables,9582.288
China,1995,Coal-Peat and Manufactured Gases,7736850.0
China,1995,Oil and Petroleum Products,1825630.7
China,1995,Natural Gas,178795.47
China,1996,Wind,277.7778
China,1996,Hydro,555825.26
China,1996,Solar,26.612886999999997
China,1996,Nuclear,40684.288
China,1996,Biofuels,
China,1996,Other Renewables,4854.987999999999
China,1996,Coal-Peat and Manufactured Gases,8095389.0
China,1996,Oil and Petroleum Products,2023028.6
China,1996,Natural Gas,187362.34
