Country,Balance,Product,Value,Unit,Year
Romania,Net Electricity Production,Wind,435.1876,GWh,2024
Serbia,Net Electricity Production,Electricity,3156.2048,GWh,2024
Serbia,Net Electricity Production,Hydro,845.6539,GWh,2024
Serbia,Net Electricity Production,Total Combustible Fuels,2169.9257,GWh,2024
Serbia,Net Electricity Production,Coal-Peat and Manufactured Gases,1868.215,GWh,2024
Serbia,Net Electricity Production,Oil and Petroleum Products,1.0477,GWh,2024
Serbia,Net Electricity Production,Natural Gas,272.4976,GWh,2024
Serbia,Net Electricity Production,Combustible Renewables,27.6937,GWh,2024
Serbia,Net Electricity Production,Other Combustible Non-Renewables,0.4717,GWh,2024
Serbia,Net Electricity Production,Solar,13.7257,GWh,2024
Serbia,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',1013.9728,GWh,2024
Serbia,Net Electricity Production,Wind,126.8995,GWh,2024
Australia,Net Electricity Production,Electricity,21637.1399,GWh,2024
Australia,Net Electricity Production,Total Combustible Fuels,11986.9315,GWh,2024
Australia,Net Electricity Production,Hydro,1252.3886,GWh,2024
Australia,Net Electricity Production,Coal-Peat and Manufactured Gases,8530.2073,GWh,2024
Australia,Net Electricity Production,Oil and Petroleum Products,282.1792,GWh,2024
Australia,Net Electricity Production,Natural Gas,2981.5295,GWh,2024
Australia,Net Electricity Production,Combustible Renewables,193.0155,GWh,2024
Australia,Net Electricity Production,Solar,4581.09,GWh,2024
Australia,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',9843.2239,GWh,2024
Australia,Used for pumped storage,Electricity,89.3538,GWh,2024
Australia,Distribution Losses,Electricity,1100.3939,GWh,2024
Australia,Final Consumption (Calculated),Electricity,20447.3922,GWh,2024
Australia,Net Electricity Production,Wind,3816.7299,GWh,2024
Austria,Net Electricity Production,Electricity,5727.0478,GWh,2024
Austria,Net Electricity Production,Total Combustible Fuels,714.1442,GWh,2024
Austria,Net Electricity Production,Hydro,3927.8011,GWh,2024
Austria,Net Electricity Production,Coal-Peat and Manufactured Gases,115.7073,GWh,2024
Austria,Net Electricity Production,Oil and Petroleum Products,45.0512,GWh,2024
Austria,Net Electricity Production,Natural Gas,179.3401,GWh,2024
Austria,Net Electricity Production,Combustible Renewables,332.7785,GWh,2024
Austria,Net Electricity Production,Geothermal,0.0002,GWh,2024
Austria,Net Electricity Production,Other Combustible Non-Renewables,41.2671,GWh,2024
Austria,Net Electricity Production,Solar,292.1859,GWh,2024
Austria,Net Electricity Production,Not Specified,1.9677,GWh,2024
Austria,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',5343.7144,GWh,2024
Austria,Total Imports,Electricity,1586.663,GWh,2024
Austria,Total Exports,Electricity,1929.9351,GWh,2024
Austria,Used for pumped storage,Electricity,495.606,GWh,2024
Austria,Distribution Losses,Electricity,231.6264,GWh,2024
Austria,Final Consumption (Calculated),Electricity,4656.5433,GWh,2024
Austria,Net Electricity Production,Wind,790.9487,GWh,2024
Belgium,Net Electricity Production,Electricity,5183.2472,GWh,2024
Belgium,Net Electricity Production,Nuclear,2036.5835,GWh,2024
Belgium,Net Electricity Production,Total Combustible Fuels,1202.1748,GWh,2024
Belgium,Net Electricity Production,Hydro,111.6811,GWh,2024
Belgium,Net Electricity Production,Coal-Peat and Manufactured Gases,160.7974,GWh,2024
Belgium,Net Electricity Production,Oil and Petroleum Products,10.5575,GWh,2024
Belgium,Net Electricity Production,Natural Gas,742.6739,GWh,2024
Belgium,Net Electricity Production,Combustible Renewables,216.1737,GWh,2024
Belgium,Net Electricity Production,Other Combustible Non-Renewables,71.9723,GWh,2024
Belgium,Net Electricity Production,Solar,788.3095,GWh,2024
Belgium,Net Electricity Production,Not Specified,17.2164,GWh,2024
Belgium,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',2143.4462,GWh,2024
Belgium,Total Imports,Electricity,2584.6337,GWh,2024
Belgium,Total Exports,Electricity,1251.1128,GWh,2024
Belgium,Used for pumped storage,Electricity,116.863,GWh,2024
Belgium,Distribution Losses,Electricity,260.6386,GWh,2024
Belgium,Final Consumption (Calculated),Electricity,6139.2665,GWh,2024
Belgium,Net Electricity Production,Wind,1027.2819,GWh,2024
Canada,Net Electricity Production,Electricity,45145.1942,GWh,2024
Canada,Net Electricity Production,Nuclear,7151.1687,GWh,2024
Canada,Net Electricity Production,Total Combustible Fuels,10061.4074,GWh,2024
Canada,Net Electricity Production,Hydro,24078.1257,GWh,2024
Canada,Net Electricity Production,Coal-Peat and Manufactured Gases,2141.5529,GWh,2024
Canada,Net Electricity Production,Oil and Petroleum Products,437.8391,GWh,2024
Canada,Net Electricity Production,Natural Gas,6732.2965,GWh,2024
Canada,Net Electricity Production,Combustible Renewables,739.1135,GWh,2024
Canada,Net Electricity Production,Other Combustible Non-Renewables,10.6054,GWh,2024
Canada,Net Electricity Production,Solar,945.7233,GWh,2024
Canada,Net Electricity Production,Not Specified,34.9167,GWh,2024
Canada,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',28636.815,GWh,2024
Canada,Total Imports,Electricity,1456.7857,GWh,2024
Canada,Total Exports,Electricity,3314.5737,GWh,2024
Canada,Used for pumped storage,Electricity,12.8404,GWh,2024
Canada,Distribution Losses,Electricity,2366.1508,GWh,2024
Canada,Final Consumption (Calculated),Electricity,40908.4149,GWh,2024
Canada,Net Electricity Production,Wind,2873.8525,GWh,2024
Chile,Net Electricity Production,Electricity,7032.1496,GWh,2024
Chile,Net Electricity Production,Total Combustible Fuels,2155.5245,GWh,2024
Chile,Net Electricity Production,Hydro,2084.1941,GWh,2024
Chile,Net Electricity Production,Coal-Peat and Manufactured Gases,1038.0802,GWh,2024
Chile,Net Electricity Production,Oil and Petroleum Products,21.7434,GWh,2024
Chile,Net Electricity Production,Natural Gas,634.667,GWh,2024
Chile,Net Electricity Production,Combustible Renewables,461.0339,GWh,2024
Chile,Net Electricity Production,Geothermal,18.1892,GWh,2024
Chile,Net Electricity Production,Solar,1675.7622,GWh,2024
Chile,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',5337.659,GWh,2024
Chile,Distribution Losses,Electricity,360.8397,GWh,2024
Chile,Final Consumption (Calculated),Electricity,6671.3098,GWh,2024
Chile,Net Electricity Production,Wind,1098.4796,GWh,2024
Colombia,Net Electricity Production,Electricity,7991.4461,GWh,2024
Colombia,Net Electricity Production,Hydro,4178.7422,GWh,2024
Colombia,Net Electricity Production,Total Combustible Fuels,3484.9552,GWh,2024
Colombia,Net Electricity Production,Coal-Peat and Manufactured Gases,1123.9368,GWh,2024
Colombia,Net Electricity Production,Oil and Petroleum Products,281.1852,GWh,2024
Colombia,Net Electricity Production,Natural Gas,1890.4326,GWh,2024
Colombia,Net Electricity Production,Combustible Renewables,189.4006,GWh,2024
Colombia,Net Electricity Production,Solar,327.7486,GWh,2024
Colombia,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',4695.8915,GWh,2024
Colombia,Total Imports,Electricity,13.2626,GWh,2024
Colombia,Total Exports,Electricity,38.7749,GWh,2024
Colombia,Distribution Losses,Electricity,609.6182,GWh,2024
Colombia,Final Consumption (Calculated),Electricity,7356.3155,GWh,2024
Costa Rica,Remarks,Data is estimated for this month,,GWh,2024
Costa Rica,Net Electricity Production,Electricity,895.5697,GWh,2024
Costa Rica,Net Electricity Production,Total Combustible Fuels,1.538,GWh,2024
Costa Rica,Net Electricity Production,Hydro,724.5932,GWh,2024
Costa Rica,Net Electricity Production,Oil and Petroleum Products,1.4299,GWh,2024
Costa Rica,Net Electricity Production,Combustible Renewables,0.1081,GWh,2024
Costa Rica,Net Electricity Production,Geothermal,133.4396,GWh,2024
Costa Rica,Net Electricity Production,Solar,6.9896,GWh,2024
Costa Rica,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',894.1398,GWh,2024
Costa Rica,Total Imports,Electricity,4.5195,GWh,2024
Costa Rica,Total Exports,Electricity,64.4989,GWh,2024
Costa Rica,Distribution Losses,Electricity,81.9061,GWh,2024
Costa Rica,Final Consumption (Calculated),Electricity,753.6842,GWh,2024
Costa Rica,Net Electricity Production,Wind,29.0094,GWh,2024
Czech Republic,Net Electricity Production,Electricity,5618.8487,GWh,2024
Czech Republic,Net Electricity Production,Nuclear,2475.8406,GWh,2024
Czech Republic,Net Electricity Production,Total Combustible Fuels,2361.7876,GWh,2024
Czech Republic,Net Electricity Production,Hydro,325.0545,GWh,2024
Czech Republic,Net Electricity Production,Coal-Peat and Manufactured Gases,1788.976,GWh,2024
Czech Republic,Net Electricity Production,Oil and Petroleum Products,3.0805,GWh,2024
Czech Republic,Net Electricity Production,Natural Gas,198.9112,GWh,2024
Czech Republic,Net Electricity Production,Combustible Renewables,366.3132,GWh,2024
Czech Republic,Net Electricity Production,Other Combustible Non-Renewables,4.5067,GWh,2024
Czech Republic,Net Electricity Production,Solar,381.0416,GWh,2024
Czech Republic,Net Electricity Production,Not Specified,6.3313,GWh,2024
Czech Republic,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',1141.2025,GWh,2024
Czech Republic,Total Imports,Electricity,1050.409,GWh,2024
Czech Republic,Total Exports,Electricity,1989.568,GWh,2024
Czech Republic,Used for pumped storage,Electricity,55.1875,GWh,2024
Czech Republic,Distribution Losses,Electricity,250.447,GWh,2024
Czech Republic,Final Consumption (Calculated),Electricity,4374.0552,GWh,2024
Czech Republic,Net Electricity Production,Wind,68.7932,GWh,2024
Denmark,Net Electricity Production,Electricity,2215.2284,GWh,2024
Denmark,Net Electricity Production,Total Combustible Fuels,550.3276,GWh,2024
Denmark,Net Electricity Production,Hydro,1.349,GWh,2024
Denmark,Net Electricity Production,Coal-Peat and Manufactured Gases,160.2407,GWh,2024
Denmark,Net Electricity Production,Oil and Petroleum Products,7.4837,GWh,2024
Denmark,Net Electricity Production,Natural Gas,19.986,GWh,2024
Denmark,Net Electricity Production,Combustible Renewables,312.333,GWh,2024
Denmark,Net Electricity Production,Other Combustible Non-Renewables,50.2841,GWh,2024
Denmark,Net Electricity Production,Solar,438.7121,GWh,2024
Denmark,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',1977.2338,GWh,2024
Denmark,Total Imports,Electricity,2282.166,GWh,2024
Denmark,Total Exports,Electricity,1598.655,GWh,2024
Denmark,Distribution Losses,Electricity,173.075,GWh,2024
Denmark,Final Consumption (Calculated),Electricity,2725.6645,GWh,2024
Denmark,Net Electricity Production,Wind,1224.8396,GWh,2024
Estonia,Net Electricity Production,Electricity,354.4223,GWh,2024
Estonia,Net Electricity Production,Total Combustible Fuels,235.9168,GWh,2024
Estonia,Net Electricity Production,Hydro,1.3023,GWh,2024
Estonia,Net Electricity Production,Coal-Peat and Manufactured Gases,181.8105,GWh,2024
Estonia,Net Electricity Production,Oil and Petroleum Products,1.061,GWh,2024
Estonia,Net Electricity Production,Natural Gas,1.7197,GWh,2024
Estonia,Net Electricity Production,Combustible Renewables,48.3917,GWh,2024
Estonia,Net Electricity Production,Other Combustible Non-Renewables,2.934,GWh,2024
Estonia,Net Electricity Production,Solar,51.986,GWh,2024
Estonia,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',166.8972,GWh,2024
Estonia,Total Imports,Electricity,525.0,GWh,2024
Estonia,Total Exports,Electricity,372.0,GWh,2024
Estonia,Distribution Losses,Electricity,73.0072,GWh,2024
Estonia,Final Consumption (Calculated),Electricity,434.4151,GWh,2024
Estonia,Net Electricity Production,Wind,65.2172,GWh,2024
Finland,Net Electricity Production,Electricity,5656.7129,GWh,2024
Finland,Net Electricity Production,Nuclear,2211.0065,GWh,2024
Finland,Net Electricity Production,Total Combustible Fuels,678.1826,GWh,2024
Finland,Net Electricity Production,Hydro,995.7123,GWh,2024
Finland,Net Electricity Production,Coal-Peat and Manufactured Gases,79.1665,GWh,2024
Finland,Net Electricity Production,Oil and Petroleum Products,15.4661,GWh,2024
Finland,Net Electricity Production,Natural Gas,15.2995,GWh,2024
Finland,Net Electricity Production,Combustible Renewables,525.5969,GWh,2024
Finland,Net Electricity Production,Other Combustible Non-Renewables,42.6536,GWh,2024
Finland,Net Electricity Production,Solar,102.9769,GWh,2024
Finland,Net Electricity Production,Not Specified,21.25,GWh,2024
Finland,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',3271.8707,GWh,2024
Finland,Total Imports,Electricity,582.515,GWh,2024
Finland,Total Exports,Electricity,425.0641,GWh,2024
Finland,Distribution Losses,Electricity,198.2098,GWh,2024
Finland,Final Consumption (Calculated),Electricity,5615.954,GWh,2024
Finland,Net Electricity Production,Wind,1647.5845,GWh,2024
France,Net Electricity Production,Electricity,39608.9531,GWh,2024
France,Net Electricity Production,Nuclear,27479.1584,GWh,2024
France,Net Electricity Production,Total Combustible Fuels,1537.8089,GWh,2024
France,Net Electricity Production,Hydro,4093.6547,GWh,2024
France,Net Electricity Production,Natural Gas,826.5592,GWh,2024
France,Net Electricity Production,Combustible Renewables,534.0011,GWh,2024
France,Net Electricity Production,Geothermal,8.5285,GWh,2024
France,Net Electricity Production,Other Combustible Non-Renewables,177.2487,GWh,2024
France,Net Electricity Production,Solar,2334.109,GWh,2024
France,Net Electricity Production,Other Renewables,40.3725,GWh,2024
France,Net Electricity Production,Not Specified,43.5589,GWh,2024
France,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',11082.428,GWh,2024
France,Total Imports,Electricity,650.7423,GWh,2024
France,Total Exports,Electricity,8552.8282,GWh,2024
France,Used for pumped storage,Electricity,623.8767,GWh,2024
France,Distribution Losses,Electricity,2408.6954,GWh,2024
France,Final Consumption (Calculated),Electricity,28674.2951,GWh,2024
France,Net Electricity Production,Wind,4071.7621,GWh,2024
Germany,Net Electricity Production,Electricity,36667.7016,GWh,2024
Germany,Net Electricity Production,Total Combustible Fuels,16799.514,GWh,2024
Germany,Net Electricity Production,Hydro,2365.4121,GWh,2024
Germany,Net Electricity Production,Coal-Peat and Manufactured Gases,7742.0877,GWh,2024
Germany,Net Electricity Production,Oil and Petroleum Products,352.7622,GWh,2024
Germany,Net Electricity Production,Natural Gas,4880.5438,GWh,2024
Germany,Net Electricity Production,Combustible Renewables,3399.0523,GWh,2024
Germany,Net Electricity Production,Other Combustible Non-Renewables,425.0679,GWh,2024
Germany,Net Electricity Production,Geothermal,10.5069,GWh,2024
Germany,Net Electricity Production,Solar,6852.9594,GWh,2024
Germany,Net Electricity Production,Not Specified,92.9418,GWh,2024
Germany,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',23174.2982,GWh,2024
Germany,Total Imports,Electricity,6838.3889,GWh,2024
Germany,Total Exports,Electricity,4121.5515,GWh,2024
Germany,Used for pumped storage,Electricity,886.6727,GWh,2024
Germany,Distribution Losses,Electricity,1885.1275,GWh,2024
Germany,Final Consumption (Calculated),Electricity,36612.7388,GWh,2024
Germany,Net Electricity Production,Wind,10546.3674,GWh,2024
Greece,Net Electricity Production,Electricity,4089.3535,GWh,2024
Greece,Net Electricity Production,Hydro,247.5073,GWh,2024
Greece,Net Electricity Production,Total Combustible Fuels,2380.3602,GWh,2024
Greece,Net Electricity Production,Coal-Peat and Manufactured Gases,156.1331,GWh,2024
Greece,Net Electricity Production,Oil and Petroleum Products,566.6821,GWh,2024
Greece,Net Electricity Production,Natural Gas,1589.4396,GWh,2024
Greece,Net Electricity Production,Combustible Renewables,63.6713,GWh,2024
Greece,Net Electricity Production,Other Combustible Non-Renewables,4.4341,GWh,2024
Greece,Net Electricity Production,Solar,881.1337,GWh,2024
Greece,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',1772.6646,GWh,2024
Greece,Total Imports,Electricity,681.6257,GWh,2024
Greece,Total Exports,Electricity,399.0177,GWh,2024
Greece,Used for pumped storage,Electricity,74.6791,GWh,2024
Greece,Distribution Losses,Electricity,388.4001,GWh,2024
Greece,Final Consumption (Calculated),Electricity,3908.8822,GWh,2024
Greece,Net Electricity Production,Wind,580.3523,GWh,2024
Hungary,Net Electricity Production,Electricity,2772.6737,GWh,2024
Hungary,Net Electricity Production,Nuclear,1107.8886,GWh,2024
Hungary,Net Electricity Production,Total Combustible Fuels,787.3386,GWh,2024
Hungary,Net Electricity Production,Hydro,13.1609,GWh,2024
Hungary,Net Electricity Production,Coal-Peat and Manufactured Gases,178.2996,GWh,2024
Hungary,Net Electricity Production,Oil and Petroleum Products,1.8073,GWh,2024
Hungary,Net Electricity Production,Natural Gas,437.3316,GWh,2024
Hungary,Net Electricity Production,Combustible Renewables,154.0253,GWh,2024
Hungary,Net Electricity Production,Geothermal,0.4517,GWh,2024
Hungary,Net Electricity Production,Other Combustible Non-Renewables,15.8747,GWh,2024
Hungary,Net Electricity Production,Solar,803.055,GWh,2024
Hungary,Net Electricity Production,Not Specified,5.78,GWh,2024
Hungary,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',1025.6918,GWh,2024
Hungary,Total Imports,Electricity,1784.8896,GWh,2024
Hungary,Total Exports,Electricity,869.6114,GWh,2024
Hungary,Distribution Losses,Electricity,205.547,GWh,2024
Hungary,Final Consumption (Calculated),Electricity,3482.4048,GWh,2024
Hungary,Net Electricity Production,Wind,54.9989,GWh,2024
Iceland,Net Electricity Production,Electricity,1582.4559,GWh,2024
Iceland,Net Electricity Production,Hydro,1149.9442,GWh,2024
Iceland,Net Electricity Production,Total Combustible Fuels,0.5138,GWh,2024
Iceland,Net Electricity Production,Oil and Petroleum Products,0.5138,GWh,2024
Iceland,Net Electricity Production,Geothermal,431.2358,GWh,2024
Iceland,Net Electricity Production,Solar,0.001,GWh,2024
Iceland,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',1581.9421,GWh,2024
Iceland,Distribution Losses,Electricity,43.3812,GWh,2024
Iceland,Final Consumption (Calculated),Electricity,1539.0747,GWh,2024
Iceland,Net Electricity Production,Wind,0.761,GWh,2024
Ireland,Net Electricity Production,Electricity,2298.2201,GWh,2024
Ireland,Net Electricity Production,Hydro,51.7658,GWh,2024
Ireland,Net Electricity Production,Total Combustible Fuels,1439.7311,GWh,2024
Ireland,Net Electricity Production,Coal-Peat and Manufactured Gases,85.4124,GWh,2024
Ireland,Net Electricity Production,Oil and Petroleum Products,69.4363,GWh,2024
Ireland,Net Electricity Production,Natural Gas,1202.4537,GWh,2024
Ireland,Net Electricity Production,Combustible Renewables,73.693,GWh,2024
Ireland,Net Electricity Production,Other Combustible Non-Renewables,8.7358,GWh,2024
Ireland,Net Electricity Production,Solar,13.2918,GWh,2024
Ireland,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',932.182,GWh,2024
Ireland,Total Imports,Electricity,463.1127,GWh,2024
Ireland,Total Exports,Electricity,12.7349,GWh,2024
Ireland,Used for pumped storage,Electricity,41.1984,GWh,2024
Ireland,Distribution Losses,Electricity,205.1864,GWh,2024
Ireland,Final Consumption (Calculated),Electricity,2502.2131,GWh,2024
Ireland,Net Electricity Production,Wind,793.4314,GWh,2024
Italy,Net Electricity Production,Electricity,22123.9776,GWh,2024
Italy,Net Electricity Production,Total Combustible Fuels,12806.5606,GWh,2024
Italy,Net Electricity Production,Hydro,4013.0818,GWh,2024
Italy,Net Electricity Production,Coal-Peat and Manufactured Gases,1561.9989,GWh,2024
Italy,Net Electricity Production,Oil and Petroleum Products,830.315,GWh,2024
Italy,Net Electricity Production,Natural Gas,9131.1418,GWh,2024
Italy,Net Electricity Production,Combustible Renewables,1128.433,GWh,2024
Italy,Net Electricity Production,Geothermal,422.4142,GWh,2024
Italy,Net Electricity Production,Other Combustible Non-Renewables,154.6718,GWh,2024
Italy,Net Electricity Production,Solar,3213.1672,GWh,2024
Italy,Net Electricity Production,Not Specified,52.0293,GWh,2024
Italy,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',10393.8207,GWh,2024
Italy,Total Imports,Electricity,3961.0054,GWh,2024
Italy,Total Exports,Electricity,346.0185,GWh,2024
Italy,Used for pumped storage,Electricity,182.7727,GWh,2024
Italy,Distribution Losses,Electricity,1552.0922,GWh,2024
Italy,Final Consumption (Calculated),Electricity,24004.0997,GWh,2024
Italy,Net Electricity Production,Wind,1616.7244,GWh,2024
Japan,Net Electricity Production,Electricity,85536.3494,GWh,2024
Japan,Net Electricity Production,Nuclear,7175.5264,GWh,2024
Japan,Net Electricity Production,Total Combustible Fuels,59976.1709,GWh,2024
Japan,Net Electricity Production,Hydro,6778.2114,GWh,2024
Japan,Net Electricity Production,Coal-Peat and Manufactured Gases,25600.1354,GWh,2024
Japan,Net Electricity Production,Oil and Petroleum Products,1266.4581,GWh,2024
Japan,Net Electricity Production,Natural Gas,27530.6784,GWh,2024
Japan,Net Electricity Production,Combustible Renewables,3545.0193,GWh,2024
Japan,Net Electricity Production,Geothermal,251.7279,GWh,2024
Japan,Net Electricity Production,Other Combustible Non-Renewables,2033.8796,GWh,2024
Japan,Net Electricity Production,Solar,9370.7026,GWh,2024
Japan,Net Electricity Production,Not Specified,1345.723,GWh,2024
Japan,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',20583.9484,GWh,2024
Japan,Used for pumped storage,Electricity,1768.0248,GWh,2024
Japan,Distribution Losses,Electricity,3697.0791,GWh,2024
Japan,Final Consumption (Calculated),Electricity,80071.2456,GWh,2024
Japan,Net Electricity Production,Wind,638.2872,GWh,2024
Korea,Net Electricity Production,Electricity,49424.3048,GWh,2024
Korea,Net Electricity Production,Nuclear,15152.7681,GWh,2024
Korea,Net Electricity Production,Total Combustible Fuels,29864.2163,GWh,2024
Korea,Net Electricity Production,Hydro,646.4365,GWh,2024
Korea,Net Electricity Production,Coal-Peat and Manufactured Gases,15226.2423,GWh,2024
Korea,Net Electricity Production,Oil and Petroleum Products,307.8966,GWh,2024
Korea,Net Electricity Production,Natural Gas,13219.4172,GWh,2024
Korea,Net Electricity Production,Combustible Renewables,992.707,GWh,2024
Korea,Net Electricity Production,Other Combustible Non-Renewables,117.9532,GWh,2024
Korea,Net Electricity Production,Solar,3214.5141,GWh,2024
Korea,Net Electricity Production,Other Renewables,46.9314,GWh,2024
Korea,Net Electricity Production,Not Specified,361.2065,GWh,2024
Korea,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',5038.8209,GWh,2024
Korea,Used for pumped storage,Electricity,451.1258,GWh,2024
Korea,Distribution Losses,Electricity,1696.5909,GWh,2024
Korea,Final Consumption (Calculated),Electricity,47276.5881,GWh,2024
Korea,Net Electricity Production,Wind,138.2319,GWh,2024
Latvia,Net Electricity Production,Electricity,231.11,GWh,2024
Latvia,Net Electricity Production,Hydro,56.9314,GWh,2024
Latvia,Net Electricity Production,Total Combustible Fuels,155.5282,GWh,2024
Latvia,Net Electricity Production,Natural Gas,127.6176,GWh,2024
Latvia,Net Electricity Production,Combustible Renewables,27.9106,GWh,2024
Latvia,Net Electricity Production,Solar,3.7796,GWh,2024
Latvia,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',103.4924,GWh,2024
Latvia,Total Imports,Electricity,443.0194,GWh,2024
Latvia,Total Exports,Electricity,208.0489,GWh,2024
Latvia,Distribution Losses,Electricity,23.7776,GWh,2024
Latvia,Final Consumption (Calculated),Electricity,442.3028,GWh,2024
Latvia,Net Electricity Production,Wind,14.8708,GWh,2024
Lithuania,Net Electricity Production,Electricity,599.9628,GWh,2024
Lithuania,Net Electricity Production,Hydro,65.9389,GWh,2024
Lithuania,Net Electricity Production,Total Combustible Fuels,240.0141,GWh,2024
Lithuania,Net Electricity Production,Oil and Petroleum Products,12.3862,GWh,2024
Lithuania,Net Electricity Production,Natural Gas,35.1998,GWh,2024
Lithuania,Net Electricity Production,Combustible Renewables,172.6715,GWh,2024
Lithuania,Net Electricity Production,Other Combustible Non-Renewables,19.7566,GWh,2024
Lithuania,Net Electricity Production,Solar,36.0659,GWh,2024
Lithuania,Net Electricity Production,Not Specified,14.5081,GWh,2024
Lithuania,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',518.1121,GWh,2024
Lithuania,Total Imports,Electricity,779.3717,GWh,2024
Lithuania,Total Exports,Electricity,363.5038,GWh,2024
Lithuania,Used for pumped storage,Electricity,70.372,GWh,2024
Lithuania,Distribution Losses,Electricity,64.6144,GWh,2024
Lithuania,Final Consumption (Calculated),Electricity,880.8442,GWh,2024
Lithuania,Net Electricity Production,Wind,243.4358,GWh,2024
Luxembourg,Net Electricity Production,Electricity,242.509,GWh,2024
Luxembourg,Net Electricity Production,Hydro,113.7409,GWh,2024
Luxembourg,Net Electricity Production,Total Combustible Fuels,48.5133,GWh,2024
Luxembourg,Net Electricity Production,Natural Gas,2.9944,GWh,2024
Luxembourg,Net Electricity Production,Combustible Renewables,39.57,GWh,2024
Luxembourg,Net Electricity Production,Other Combustible Non-Renewables,5.9489,GWh,2024
Luxembourg,Net Electricity Production,Solar,42.6038,GWh,2024
Luxembourg,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',233.5658,GWh,2024
Luxembourg,Total Imports,Electricity,531.7511,GWh,2024
Luxembourg,Total Exports,Electricity,114.78,GWh,2024
Luxembourg,Used for pumped storage,Electricity,143.0831,GWh,2024
Luxembourg,Distribution Losses,Electricity,12.2193,GWh,2024
Luxembourg,Final Consumption (Calculated),Electricity,504.1778,GWh,2024
Luxembourg,Net Electricity Production,Wind,37.651,GWh,2024
Mexico,Net Electricity Production,Electricity,30863.4156,GWh,2024
Mexico,Net Electricity Production,Nuclear,1063.644,GWh,2024
Mexico,Net Electricity Production,Total Combustible Fuels,22374.5856,GWh,2024
Mexico,Net Electricity Production,Hydro,3371.8886,GWh,2024
Mexico,Net Electricity Production,Coal-Peat and Manufactured Gases,1430.5892,GWh,2024
Mexico,Net Electricity Production,Oil and Petroleum Products,2032.6287,GWh,2024
Mexico,Net Electricity Production,Natural Gas,18870.1071,GWh,2024
Mexico,Net Electricity Production,Combustible Renewables,23.0191,GWh,2024
Mexico,Net Electricity Production,Other Combustible Non-Renewables,18.2415,GWh,2024
Mexico,Net Electricity Production,Geothermal,264.9198,GWh,2024
Mexico,Net Electricity Production,Solar,1560.184,GWh,2024
Mexico,Net Electricity Production,Not Specified,1241.6045,GWh,2024
Mexico,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',6206.6005,GWh,2024
Mexico,Total Imports,Electricity,222.0535,GWh,2024
Mexico,Total Exports,Electricity,332.6237,GWh,2024
Mexico,Distribution Losses,Electricity,3819.0961,GWh,2024
Mexico,Final Consumption (Calculated),Electricity,26933.7492,GWh,2024
Mexico,Net Electricity Production,Wind,986.589,GWh,2024
Netherlands,Net Electricity Production,Electricity,9175.4156,GWh,2024
Netherlands,Net Electricity Production,Nuclear,338.547,GWh,2024
Netherlands,Net Electricity Production,Hydro,2.312,GWh,2024
Netherlands,Net Electricity Production,Total Combustible Fuels,4309.7093,GWh,2024
Netherlands,Net Electricity Production,Coal-Peat and Manufactured Gases,724.9381,GWh,2024
Netherlands,Net Electricity Production,Oil and Petroleum Products,118.2709,GWh,2024
Netherlands,Net Electricity Production,Natural Gas,3000.1926,GWh,2024
Netherlands,Net Electricity Production,Combustible Renewables,343.5538,GWh,2024
Netherlands,Net Electricity Production,Other Combustible Non-Renewables,122.754,GWh,2024
Netherlands,Net Electricity Production,Solar,2044.9361,GWh,2024
Netherlands,Net Electricity Production,Not Specified,46.4375,GWh,2024
Netherlands,Net Electricity Production,'Total Renewables (Hydro_Geo_Solar_Wind_Other)',4824.2755,GWh,2024
